"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   
          0,           0,           4,      -8.827517565,      -8.781429539,      -8.461957346,      -8.252163309,      -8.217843058
          0,           0,           5,      -8.839085525,      -8.816557821,      -8.501182452,      -8.281343707,      -8.227915175
          0,           0,           6,      -8.863235748,       -8.84253253,        -8.5421867,      -8.323869633,      -8.256187426
          0,           0,           7,      -8.903884357,      -8.881746816,      -8.599574402,      -8.381309687,      -8.293971408
          0,           0,           8,       -8.96247087,      -8.933790991,       -8.68117199,      -8.450752338,      -8.347144361
          0,           0,           9,      -9.047649352,      -9.015213761,      -8.785663059,      -8.532220675,      -8.428773794
          0,           0,          10,      -9.134089423,      -9.109911214,      -8.905384263,      -8.626670929,      -8.513394111
          0,           0,          11,      -9.199545496,      -9.192129451,      -9.029336833,      -8.733927281,      -8.578118123
          0,           0,          12,      -9.261735612,      -9.267545199,      -9.151127606,      -8.851287583,        -8.6392352
          0,           0,          13,      -9.339720652,      -9.352951316,      -9.271458457,      -8.975300953,      -8.715071331
          0,           0,          14,      -9.434200722,      -9.451358028,       -9.39270127,      -9.103655462,      -8.806600824
          0,           0,          15,      -9.538645841,      -9.556335464,      -9.515172137,      -9.234765665,      -8.908005389
          0,           0,          16,      -9.648499394,       -9.66111619,      -9.638472354,      -9.366657869,      -9.015330005
          0,           0,          17,      -9.762111291,      -9.762270734,      -9.763412895,      -9.497051139,      -9.127172369
          0,           0,          18,      -9.877382744,      -9.858701211,      -9.891331391,       -9.62443247,      -9.241624308
          0,           0,          19,      -9.990052875,      -9.950136109,      -10.02202214,      -9.748604501,      -9.354839364
          0,           0,          20,      -10.09540362,      -10.03689379,      -10.15237103,      -9.869378621,      -9.462829171
          0,           0,          21,      -10.19246085,      -10.12080216,      -10.28097117,      -9.988801626,      -9.563369959
          0,           0,          22,      -10.28341486,      -10.20411583,      -10.40630599,      -10.10709786,       -9.65776556
          0,           0,          23,      -10.37053811,      -10.28832493,      -10.52823621,      -10.22430539,       -9.74742759
          0,           0,          24,      -10.45477724,      -10.37381859,       -10.6453332,      -10.33880933,      -9.833638483
          0,           0,          25,        -10.535633,      -10.45960247,      -10.75328335,      -10.44567092,       -9.91909901
          0,           0,          26,      -10.61536852,      -10.54654954,      -10.85530203,      -10.54987049,      -9.999590977
          0,           0,          27,      -10.69822257,      -10.63517171,      -10.95126268,      -10.64982137,       -10.0811245
          0,           0,          28,      -10.78143712,      -10.72282265,      -11.03528068,      -10.74037032,       -10.1706964
          0,           0,          29,      -10.86339323,      -10.81181044,        -11.119963,       -10.8299969,      -10.25292448
          0,           0,          30,      -10.95047703,      -10.89999976,      -11.20596823,      -10.91828751,      -10.33556674
          0,           0,          31,      -11.03654306,      -10.98616425,      -11.29242493,      -11.00615032,       -10.4178376
          0,           0,          32,      -11.11648157,      -11.07044596,      -11.37088135,      -11.08914662,       -10.5068633
          0,           0,          33,      -11.18234517,      -11.14710571,       -11.4489551,      -11.17268696,      -10.57375901
          0,           0,          34,      -11.25059478,      -11.21956507,      -11.52332589,      -11.25549222,      -10.63615504
          0,           0,          35,      -11.31774737,      -11.29279944,      -11.59580158,      -11.33754153,      -10.70118358
          0,           0,          36,      -11.38193945,      -11.36536434,       -11.6650496,      -11.41729685,        -10.765598
          0,           0,          37,       -11.4467787,      -11.43636037,       -11.7314735,       -11.4928036,      -10.83042197
          0,           0,          38,      -11.51226096,      -11.50496462,      -11.79409558,      -11.56289171,      -10.89542586
          0,           0,          39,      -11.57714793,      -11.57099051,      -11.85220594,      -11.62680054,       -10.9599334
          0,           0,          40,      -11.64019123,      -11.63482104,      -11.90598078,      -11.68391807,       -11.0228663
          0,           0,          41,      -11.69959519,      -11.70337606,      -11.95791409,      -11.73982112,      -11.09618457
          0,           0,          42,      -11.74741038,      -11.75872358,      -12.00800829,      -11.78584445,      -11.14383246
          0,           0,          43,      -11.80382329,      -11.81162362,      -12.05568022,      -11.82630227,      -11.19118984
          0,           0,          44,      -11.86311972,      -11.87042096,      -12.10776419,      -11.86988816,      -11.24719141
          0,           0,          45,      -11.91905709,      -11.93589526,      -12.16309649,      -11.91940098,      -11.31569129
          0,           0,          46,      -11.96729107,      -11.98649153,       -12.2155287,      -11.96638203,       -11.3621912
          0,           0,          47,      -12.02675335,      -12.03131228,      -12.26784405,      -12.01300392,      -11.41177943
          0,           0,           0,      -11.51853724,      -11.46699981,       -11.3574294,      -11.38603384,      -10.91136745
          0,           0,           1,      -11.01856944,      -10.86418893,      -10.86169917,      -10.87679481,      -10.40808879
          0,           0,           2,      -10.99098676,      -10.92699623,      -10.71666423,      -10.71145813,      -10.38550591
          0,           0,           3,       -11.0283043,      -10.95424614,      -10.67340829,      -10.60847806,      -10.42130062
          0,           0,           4,      -11.14554894,       -11.0586938,      -10.69548387,      -10.58842149,      -10.53509386
          0,           0,           5,      -11.15571376,      -11.09742544,      -10.74526122,      -10.62429006,      -10.54486519
          0,           0,           6,      -11.18652576,      -11.12533231,      -10.80589176,      -10.68696541,      -10.57086988
          0,           0,           7,      -11.24509502,      -11.18145077,      -10.87010256,      -10.74254906,      -10.63265792
          0,           0,           8,      -11.31549728,      -11.25754328,      -10.95875093,      -10.81713148,       -10.7032895
          0,           0,           9,      -11.40614996,      -11.35460242,      -11.06915375,      -10.90624735,       -10.7904798
          0,           0,          10,      -11.49925537,      -11.46186217,       -11.1931289,       -11.0080213,      -10.88009289
          0,           0,          11,      -11.56629839,      -11.54955452,      -11.32022348,      -11.12134088,      -10.94558681
          0,           0,          12,      -11.62399734,      -11.61984548,      -11.42987251,      -11.22601223,      -11.00828145
          0,           0,          13,      -11.69164334,      -11.69352512,      -11.54481052,      -11.34122237,      -11.07554062
          0,           0,          14,      -11.77571967,      -11.77728851,      -11.66361396,      -11.46008589,      -11.15612391
          0,           0,          15,      -11.86935333,      -11.86801527,      -11.78621093,      -11.57753762,      -11.24589132
          0,           0,          16,      -11.95743258,      -11.95463342,       -11.8940996,      -11.67455592,      -11.33976867
          0,           0,          17,      -12.04753936,      -12.04190316,      -12.01193939,      -11.77454413,       -11.4305151
          0,           0,          18,      -12.13721963,      -12.12506381,      -12.13359976,       -11.8756856,      -11.51633804
          0,           0,          19,      -12.22366503,       -12.2059586,      -12.25614863,      -11.97793381,      -11.59871548
          0,           0,          20,       -12.2982948,      -12.28317314,      -12.35961732,      -12.06485074,       -11.6848459
          0,           0,          21,      -12.36534513,      -12.35680469,      -12.47008854,      -12.16009449,      -11.75405373
          0,           0,          22,      -12.43807617,      -12.42919258,      -12.58170914,      -12.26147861,      -11.82073639
          0,           0,          23,      -12.51353379,      -12.50534772,      -12.69313327,      -12.36642131,      -11.89060626
          0,           0,          24,      -12.58770682,      -12.58386637,      -12.80100046,      -12.47096416,      -11.96276088
          0,           0,          25,      -12.65419712,      -12.65992925,      -12.88944876,      -12.56042195,      -12.04289968
          0,           0,           0,      -10.03283297,      -10.00989548,        -9.9294704,      -10.07833125,      -9.425666525
          0,           0,           1,      -9.674761961,      -9.561565415,      -9.456517298,      -9.452323005,      -9.067525782
          0,           0,           2,      -9.619248488,      -9.574561832,      -9.357147758,      -9.308729504,      -9.014932219
          0,           0,           3,      -9.698855708,        -9.6286491,       -9.34212281,      -9.227648526,       -9.09168649
          0,           0,           4,      -9.797050233,       -9.73068016,      -9.379631677,      -9.227491838,      -9.187133362
          0,           0,           5,      -9.793660889,      -9.743768675,        -9.4326237,      -9.277405966,      -9.179560146
          0,           0,           6,      -9.834511555,      -9.775961641,      -9.481781602,      -9.329124704,      -9.223798447
          0,           0,           7,      -9.887705132,      -9.829160557,      -9.555461291,      -9.399243663,      -9.275948434
          0,           0,           8,      -9.962522682,      -9.908702037,      -9.655695171,      -9.483005233,      -9.346522745
          0,           0,           9,      -10.06682965,      -10.02155851,      -9.777523335,      -9.578264656,      -9.447392618
          0,           0,          10,      -10.15675558,       -10.1331609,      -9.909319939,      -9.685298798,      -9.536238161
          0,           0,          11,      -10.21741321,       -10.2170438,      -10.03840802,      -9.801802023,      -9.597389065
          0,           0,          12,      -10.28109292,      -10.29192676,      -10.16179884,      -9.923883102,      -9.660471395
          0,           0,          13,      -10.36354241,      -10.37650385,      -10.28297543,      -10.04674338,       -9.74096579
          0,           0,          14,      -10.45943525,      -10.47036878,      -10.40512817,      -10.16675942,      -9.834419126
          0,           0,          15,      -10.55979958,      -10.56685911,      -10.52881918,      -10.28169105,      -9.932788746
          0,           0,          16,      -10.65223702,      -10.65728245,      -10.63985007,      -10.37872052,      -10.03161653
          0,           0,          17,      -10.74291976,      -10.74532367,      -10.75777671,      -10.47730427,      -10.12369869
          0,           0,          18,      -10.83318678,      -10.83054062,      -10.87765051,      -10.57648859,      -10.21094645
          0,           0,          19,      -10.92196048,      -10.91566463,      -10.99844472,       -10.6764696,      -10.29644701
          0,           0,          20,      -11.00075989,       -10.9980285,      -11.10464046,      -10.76398724,      -10.38519368
          0,           0,          21,      -11.07289044,      -11.07670402,      -11.21713419,      -10.85786305,      -10.45899046
          0,           0,          22,      -11.15091115,      -11.15496672,      -11.33091353,      -10.95561837,      -10.53182701
          0,           0,          23,      -11.23124229,      -11.23575279,      -11.44284647,      -11.05443135,      -10.60756526
          0,           0,          24,      -11.30223625,      -11.31431469,      -11.53394307,       -11.1385556,       -10.6909106
          0,           0,          25,      -11.36673349,      -11.38832998,       -11.6219784,      -11.22519355,      -10.75746854
          0,           0,          26,      -11.44151413,      -11.45932832,      -11.69975385,      -11.31027232,      -10.82497151
          0,           0,          27,      -11.52035036,      -11.53220253,      -11.76609365,      -11.39131261,      -10.89745164
          0,           0,          28,      -11.59170345,      -11.60667365,      -11.82133972,      -11.46076822,      -10.98094404
          0,           0,          29,      -11.65591588,      -11.67665272,      -11.87332078,      -11.52794275,      -11.04665674
          0,           0,          30,      -11.72960381,      -11.74392078,      -11.92123081,      -11.59059051,       -11.1124965
          0,           0,          31,      -11.80246725,      -11.81167894,      -11.96255384,      -11.64801138,       -11.1794614
          0,           0,          32,      -11.86642231,      -11.88651433,      -12.00627622,      -11.70079196,      -11.25706744
          0,           0,          33,      -11.92093407,      -11.95077949,      -12.04380823,      -11.75150049,      -11.31294498
          0,           0,          34,      -11.98673753,      -12.01266561,       -12.0821097,      -11.79963859,      -11.37046368
          0,           0,          35,       -12.0525984,      -12.07793821,      -12.12296115,      -11.84754398,       -11.4304858
